neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,log_price
Queens,Maspeth,40.72763046028255,-73.90515902456814,Private room,30,0,0.0,1,363,3.871201010907891
Brooklyn,Fort Hamilton,40.61982,-74.03354,Private room,1,0,0.0,7,73,4.59511985013459
Queens,Ozone Park,40.6743003,-73.85701569999999,Entire home/apt,365,1,0.32,25,365,4.912654885736052
Bronx,Wakefield,40.8976839,-73.8446974,Private room,30,0,0.0,1,89,4.68213122712422
Manhattan,Harlem,40.81899,-73.95631,Entire home/apt,30,0,0.0,1,178,5.087596335232384
Manhattan,Upper East Side,40.78335327053475,-73.94779302177878,Entire home/apt,30,0,0.0,77,364,5.043425116919247
Queens,Astoria,40.76462056540487,-73.92755426113534,Entire home/apt,30,1,0.31,2,242,4.700480365792417
Brooklyn,Bedford-Stuyvesant,40.68837377037037,-73.93953425062634,Private room,30,0,0.0,1,274,5.062595033026967
Brooklyn,Crown Heights,40.66804,-73.94901,Entire home/apt,30,14,3.39,1,223,5.811140992976701
Bronx,North Riverdale,40.912016503779405,-73.90163873150898,Entire home/apt,30,1,1.0,1,120,4.0943445622221
Queens,Jamaica,40.6849,-73.7877,Private room,30,1,0.19,4,364,4.1588830833596715
Queens,Jamaica,40.68645981026656,-73.78743701370395,Private room,30,0,0.0,4,273,3.713572066704308
Queens,Jamaica,40.68454,-73.78806,Private room,30,2,0.47,4,332,3.970291913552122
Brooklyn,Brooklyn Heights,40.6994388,-73.99571209999999,Entire home/apt,31,0,0.0,1148,259,5.940171252720432
Manhattan,West Village,40.7330547,-74.0054655,Entire home/apt,31,0,0.0,1148,362,6.335054251498059
Queens,Long Island City,40.7476903,-73.94769470000001,Entire home/apt,31,0,0.0,1148,298,5.594711379601839
Brooklyn,Williamsburg,40.7120895,-73.95304329999999,Entire home/apt,31,0,0.0,1148,82,5.973809611869261
Brooklyn,Fort Hamilton,40.618839,-74.0325733,Entire home/apt,1,0,0.0,7,78,5.54907608489522
Brooklyn,Canarsie,40.63684,-73.90792,Entire home/apt,30,0,0.0,4,336,5.318119993844216
Brooklyn,Williamsburg,40.70947546731947,-73.94203642383879,Private room,30,0,0.0,3,235,4.5217885770490405
Brooklyn,Bushwick,40.68875,-73.91013,Shared room,30,0,0.0,41,365,3.4657359027997265
Manhattan,Kips Bay,40.7409272,-73.979064,Entire home/apt,30,0,0.0,41,334,4.68213122712422
Manhattan,Lower East Side,40.72014905971576,-73.98837729103653,Private room,30,3,0.73,1,141,4.276666119016055
Manhattan,Hell's Kitchen,40.76539663505118,-73.9896068543798,Entire home/apt,30,0,0.0,239,352,4.867534450455582
Brooklyn,Crown Heights,40.6683506,-73.95913190000002,Entire home/apt,30,3,0.55,21,156,5.241747015059643
Queens,Woodside,40.75402,-73.90518,Private room,30,1,0.48,3,59,4.30406509320417
Brooklyn,Bedford-Stuyvesant,40.69603589144634,-73.93475036539148,Private room,30,0,0.0,567,352,3.912023005428146
Brooklyn,Bushwick,40.69750797644788,-73.9354827733701,Private room,30,0,0.0,567,365,3.8501476017100584
Brooklyn,Bedford-Stuyvesant,40.69732,-73.93685,Private room,30,0,0.0,567,365,3.8918202981106265
Manhattan,Two Bridges,40.712162844905485,-73.99528744915426,Entire home/apt,5,11,2.52,1,97,5.910796644040527
Brooklyn,Bedford-Stuyvesant,40.6971599542415,-73.9367075685626,Private room,30,0,0.0,567,365,3.8501476017100584
Manhattan,East Harlem,40.80711,-73.93796,Private room,4,9,7.5,2,290,4.574710978503383
Manhattan,Midtown,40.7522253,-73.9702149,Entire home/apt,31,0,0.0,1148,365,6.129050210060545
Manhattan,Midtown,40.7512954,-73.972218,Entire home/apt,31,0,0.0,1148,288,6.142037405587356
Brooklyn,Bensonhurst,40.6115331,-73.9834539,Entire home/apt,30,0,0.0,5,365,5.0106352940962555
Manhattan,Lower East Side,40.72028502875505,-73.98837414330015,Private room,1,18,2.86,86,280,5.942799375126701
Manhattan,East Village,40.731640372363685,-73.98842426043825,Entire home/apt,30,0,0.0,33,69,5.293304824724492
Manhattan,Upper East Side,40.7620076,-73.9613983,Entire home/apt,1,48,7.74,8,324,5.616771097666572
Brooklyn,Bedford-Stuyvesant,40.6858336409997,-73.93805107682476,Entire home/apt,30,0,0.0,1,203,4.948759890378168
Manhattan,East Harlem,40.80017375083597,-73.94205123823346,Shared room,30,0,0.0,15,122,3.6888794541139363
Manhattan,East Harlem,40.80033966839278,-73.9416189371413,Shared room,30,0,0.0,15,122,3.6109179126442243
Brooklyn,Brownsville,40.6729424,-73.9052478,Entire home/apt,30,1,0.24,4,187,4.653960350157523
Brooklyn,East New York,40.66461281664944,-73.88142152407625,Entire home/apt,30,0,0.0,8,334,5.811140992976701
Queens,Laurelton,40.66990990549136,-73.73824076075842,Private room,30,0,0.0,4,60,3.9512437185814275
Queens,Laurelton,40.67147,-73.73982,Private room,30,2,0.41,4,68,3.784189633918261
Brooklyn,Fort Hamilton,40.61999156290873,-74.03353621800922,Private room,1,0,0.0,7,83,5.808142489980444
Queens,St. Albans,40.699500442687544,-73.7502171377669,Private room,30,0,0.0,1,83,4.882801922586371
Manhattan,Chelsea,40.7521736,-73.99892760000002,Entire home/apt,31,0,0.0,1148,275,5.948034989180646
Manhattan,Upper East Side,40.7718215019216,-73.95753969242996,Entire home/apt,30,1,0.25,91,365,5.8998973535824915
Manhattan,Upper West Side,40.79951,-73.9591,Private room,30,0,0.0,15,304,4.276666119016055
Brooklyn,Crown Heights,40.66577874478829,-73.92940641148155,Private room,30,0,0.0,1,89,4.875197323201151
Manhattan,Chelsea,40.75008355535637,-73.99654634162663,Entire home/apt,30,1,0.22,90,90,4.762173934797756
Brooklyn,Bedford-Stuyvesant,40.68736,-73.93567,Private room,30,0,0.0,13,364,3.784189633918261
Brooklyn,Bedford-Stuyvesant,40.6873644,-73.93566969999999,Private room,30,0,0.0,13,365,3.7612001156935624
Brooklyn,Bedford-Stuyvesant,40.6873644,-73.93566969999999,Private room,30,0,0.0,13,365,3.8501476017100584
Brooklyn,Williamsburg,40.6997842,-73.9521026,Entire home/apt,30,0,0.0,1,314,5.521460917862246
Brooklyn,Carroll Gardens,40.6850206,-74.0003108,Entire home/apt,30,0,0.0,85,289,6.2166061010848646
Manhattan,Harlem,40.812944393686585,-73.94445285361805,Entire home/apt,30,2,0.94,1,242,4.51085950651685
Manhattan,Upper East Side,40.77427,-73.95165,Entire home/apt,30,0,0.0,77,334,4.8283137373023015
Manhattan,Upper West Side,40.80024146829595,-73.95996589909447,Private room,30,0,0.0,22,304,4.276666119016055
Manhattan,Upper West Side,40.80048,-73.96052,Private room,30,0,0.0,22,304,4.30406509320417
Brooklyn,Bedford-Stuyvesant,40.6870074,-73.92928409999999,Entire home/apt,2,23,3.85,17,259,5.2574953720277815
Queens,East Elmhurst,40.76364608357457,-73.86302784944002,Entire home/apt,30,0,0.0,1,365,4.852030263919617
Manhattan,Upper East Side,40.7779127,-73.95733349999999,Entire home/apt,30,3,0.66,20,238,5.680172609017068
Brooklyn,East Flatbush,40.65299,-73.92415,Entire home/apt,30,1,0.19,1,163,4.9344739331306915
Brooklyn,Bedford-Stuyvesant,40.68691,-73.95959,Entire home/apt,30,0,0.0,1,311,5.135798437050262
Brooklyn,Bedford-Stuyvesant,40.694923560760365,-73.94403206392433,Private room,30,0,0.0,1,365,4.23410650459726
Queens,Middle Village,40.71405,-73.89969,Private room,30,0,0.0,1,363,4.418840607796598
Queens,Ozone Park,40.6743003,-73.85701569999999,Private room,365,2,0.39,25,365,4.6913478822291435
Brooklyn,Bedford-Stuyvesant,40.69097,-73.92912,Entire home/apt,30,2,0.54,1,112,4.3694478524670215
Manhattan,Harlem,40.8218386,-73.95570959999999,Entire home/apt,30,0,0.0,1,365,4.941642422609304
Brooklyn,Bushwick,40.69800007379316,-73.9273077249527,Private room,30,0,0.0,5,365,3.6375861597263857
Brooklyn,Sunset Park,40.65217807168666,-74.00385565084177,Private room,30,0,0.0,1,89,4.174387269895637
Queens,East Elmhurst,40.76198136206349,-73.87016174847528,Entire home/apt,1,9,1.6,2,302,5.6937321388027
Brooklyn,Williamsburg,40.70543739667136,-73.93306976763022,Private room,1,29,4.75,1,86,5.030437921392435
Queens,Long Island City,40.7448909,-73.9568403,Entire home/apt,31,0,0.0,1148,185,6.133398042996649
Queens,Long Island City,40.7448909,-73.9568403,Entire home/apt,31,0,0.0,1148,189,5.793013608384144
Manhattan,Hell's Kitchen,40.762844284661085,-73.98869142458389,Entire home/apt,30,1,0.23,7,329,5.521460917862246
Brooklyn,Bedford-Stuyvesant,40.69378,-73.95294,Entire home/apt,30,0,0.0,2,205,4.969813299576001
Manhattan,Midtown,40.7471979,-73.9878199,Private room,1,3,0.69,69,134,5.583496308781699
Manhattan,Midtown,40.74602,-73.98883,Private room,1,5,1.15,69,113,4.962844630259907
Manhattan,Lower East Side,40.71885,-73.99047,Private room,1,1,0.18,86,279,5.69035945432406
Manhattan,Lower East Side,40.72103063916854,-73.99016667581755,Private room,1,2,0.32,86,151,5.883322388488279
Manhattan,Lower East Side,40.719061086479414,-73.98866547636007,Private room,1,45,6.96,86,300,6.028278520230698
Manhattan,Lower East Side,40.72087,-73.98856,Private room,1,16,2.47,86,274,5.916202062607435
Manhattan,Lower East Side,40.71894,-73.98841,Private room,1,1,0.35,86,280,5.91350300563827
Manhattan,Lower East Side,40.71897,-73.99068,Private room,1,14,2.16,86,303,5.905361848054571
Brooklyn,Williamsburg,40.710873713554754,-73.95173439656921,Entire home/apt,30,2,0.37,2,218,5.424950017481403
Queens,Sunnyside,40.74110894772861,-73.92334213793525,Entire home/apt,30,0,0.0,1,335,5.043425116919247
Manhattan,Murray Hill,40.74469,-73.97323,Entire home/apt,30,0,0.0,1,335,5.384495062789089
Brooklyn,Crown Heights,40.67308108223763,-73.95392622168198,Entire home/apt,30,0,0.0,1,335,5.7899601708972535
Brooklyn,Sunset Park,40.66257,-73.9933,Entire home/apt,30,0,0.0,7,308,5.4638318050256105
Brooklyn,Bushwick,40.683791624359614,-73.90657203232814,Private room,30,2,0.97,2,208,4.007333185232471
Queens,East Elmhurst,40.76855417648033,-73.87843693187247,Entire home/apt,1,39,6.96,3,109,5.6131281063880705
Manhattan,Gramercy,40.735838,-73.9876992,Entire home/apt,30,0,0.0,85,292,6.93537044601511
Manhattan,Hell's Kitchen,40.7554297051196,-73.99682306838999,Private room,30,0,0.0,1,364,4.90527477843843
Manhattan,Kips Bay,40.7403348,-73.9810533,Entire home/apt,30,0,0.0,241,215,5.988961416889864
Queens,Fresh Meadows,40.739,-73.78703,Private room,1,22,4.31,5,131,3.9889840465642745
Brooklyn,Williamsburg,40.709305,-73.95780959999999,Entire home/apt,31,0,0.0,1148,316,5.780743515792329
Manhattan,Midtown,40.7589387,-73.9650972,Entire home/apt,31,0,0.0,1148,289,6.210600077024653
Manhattan,West Village,40.7304002,-74.00497109999999,Entire home/apt,31,0,0.0,1148,346,5.831882477283517
Brooklyn,Bedford-Stuyvesant,40.689453420353466,-73.94064282948686,Entire home/apt,2,12,2.29,2,163,6.530877627725885
Manhattan,Harlem,40.8171655,-73.94457799999999,Entire home/apt,1,14,3.11,2,10,4.867534450455582
Brooklyn,Bedford-Stuyvesant,40.68159,-73.92583,Entire home/apt,30,0,0.0,2,365,5.19295685089021
Queens,Jackson Heights,40.75119,-73.89121,Private room,2,41,7.45,1,300,5.0238805208462765
Queens,Fresh Meadows,40.73936392168602,-73.78948197135861,Private room,1,15,2.83,5,162,4.962844630259907
Manhattan,Harlem,40.81472,-73.94346,Entire home/apt,30,0,0.0,1,68,5.117993812416755
Manhattan,Murray Hill,40.7486969,-73.9806893,Entire home/apt,31,0,0.0,1148,19,6.075346031088684
Manhattan,Midtown,40.7593734,-73.9698465,Entire home/apt,31,0,0.0,1148,273,5.932245187448011
Manhattan,West Village,40.73412803126457,-74.00875050994343,Entire home/apt,2,14,3.02,2,316,5.313205979041787
Brooklyn,South Slope,40.6665776,-73.9893539,Entire home/apt,30,1,0.61,1,288,6.028278520230698
Brooklyn,Red Hook,40.679952182315986,-74.00982249475919,Entire home/apt,30,1,0.33,2,240,5.241747015059643
Queens,Fresh Meadows,40.73697838713024,-73.78926171092913,Private room,1,21,3.58,5,176,4.406719247264253
Brooklyn,Bedford-Stuyvesant,40.68735794467504,-73.91929411039733,Shared room,30,0,0.0,22,248,3.4339872044851463
Manhattan,Harlem,40.81629,-73.945,Private room,1,11,2.29,2,16,4.564348191467836
Brooklyn,Bedford-Stuyvesant,40.68735631965266,-73.91918955473969,Shared room,30,0,0.0,22,248,3.4339872044851463
Brooklyn,Bedford-Stuyvesant,40.69275,-73.93246,Shared room,30,1,0.23,41,362,3.7376696182833684
Brooklyn,Bedford-Stuyvesant,40.69256,-73.93423,Shared room,30,0,0.0,41,331,3.58351893845611
Manhattan,Harlem,40.81568153852118,-73.94362110025178,Entire home/apt,30,0,0.0,2,275,5.793013608384144
Manhattan,Harlem,40.81487215972782,-73.94141136982469,Entire home/apt,30,1,0.49,2,274,6.016157159698354
Brooklyn,Canarsie,40.63063909315933,-73.9041473388055,Private room,3,11,2.75,1,239,4.969813299576001
Manhattan,Midtown,40.76424859999999,-73.9797499,Entire home/apt,30,1,1.0,1,365,5.662960480135946
Manhattan,Upper East Side,40.77694,-73.95704,Entire home/apt,30,0,0.0,15,291,5.703782474656201
Brooklyn,Flatbush,40.65333675750715,-73.95743631299815,Private room,30,1,0.17,567,305,3.8066624897703196
Brooklyn,Flatbush,40.65494617656216,-73.95756306746047,Private room,30,0,0.0,567,365,3.8501476017100584
Manhattan,Midtown,40.7563378,-73.98221699999999,Entire home/apt,31,0,0.0,1148,357,6.3835066348840055
Brooklyn,Bedford-Stuyvesant,40.68550279999999,-73.9195125,Private room,30,0,0.0,28,365,3.9889840465642745
Brooklyn,Bedford-Stuyvesant,40.68617,-73.94319,Private room,2,5,5.0,1,154,4.919980925828125
Brooklyn,Bedford-Stuyvesant,40.69446137318301,-73.93388957564888,Shared room,30,0,0.0,18,362,3.5263605246161616
Brooklyn,Canarsie,40.64169329134438,-73.89743714436946,Entire home/apt,30,1,1.0,1,341,4.6443908991413725
Queens,Fresh Meadows,40.74078975222778,-73.78577181035533,Private room,1,28,4.72,5,170,4.382026634673881
Queens,Fresh Meadows,40.73682284398763,-73.78895623634658,Private room,1,18,3.18,5,343,4.51085950651685
Queens,Howard Beach,40.6527213,-73.8289194,Private room,30,0,0.0,1,89,4.0943445622221
Brooklyn,Bedford-Stuyvesant,40.681988828305975,-73.92025685431939,Private room,30,0,0.0,1,365,4.564348191467836
Manhattan,Lower East Side,40.71924023314637,-73.99159947914691,Entire home/apt,30,0,0.0,4,321,5.1647859739235145
Brooklyn,Borough Park,40.64121,-73.99066,Private room,30,0,0.0,1,363,4.564348191467836
Manhattan,Chelsea,40.75383170000001,-73.99820749999999,Private room,30,1,0.91,5,279,4.584967478670572
Brooklyn,Sheepshead Bay,40.60552,-73.95903,Private room,30,0,0.0,1,364,4.0943445622221
Bronx,Eastchester,40.88673,-73.81851,Private room,30,0,0.0,1,365,5.075173815233827
Manhattan,Upper East Side,40.7623,-73.95697,Private room,30,1,0.19,2,365,4.634728988229636
Bronx,Concourse,40.83402517496207,-73.9183413629103,Entire home/apt,31,0,0.0,1,148,4.31748811353631
Brooklyn,Flatbush,40.645357740852226,-73.9539685472846,Entire home/apt,30,0,0.0,2,143,4.859812404361672
Queens,Astoria,40.76454711698633,-73.9283963351419,Entire home/apt,30,1,0.24,1,341,5.220355825078324
Queens,Long Island City,40.7478399,-73.9412911,Entire home/apt,31,0,0.0,1148,277,5.902633333401366
Queens,Long Island City,40.7478399,-73.9412911,Entire home/apt,31,0,0.0,1148,275,5.918893854273146
Manhattan,East Harlem,40.79308251921725,-73.94036582195301,Entire home/apt,31,1,0.48,1,173,4.663439094112067
Manhattan,East Harlem,40.79236,-73.94743,Private room,30,0,0.0,23,336,4.189654742026425
Manhattan,East Harlem,40.7990473908638,-73.94077317435318,Private room,30,1,0.34,23,364,4.174387269895637
Queens,Richmond Hill,40.7044897,-73.8189627,Private room,1,42,8.34,3,347,4.59511985013459
Queens,Kew Gardens,40.70563618812616,-73.82000284424488,Private room,1,38,7.22,3,341,4.5217885770490405
Queens,Corona,40.74605912118507,-73.85638531966278,Private room,30,0,0.0,3,364,3.9512437185814275
Brooklyn,Williamsburg,40.71569,-73.9452,Private room,5,13,2.28,3,255,4.465908118654584
Brooklyn,Sunset Park,40.65681,-74.00301,Private room,30,0,0.0,8,285,4.787491742782046
Manhattan,Upper East Side,40.76893128074395,-73.96656715766152,Entire home/apt,30,1,0.68,32,304,6.274762021241939
Brooklyn,Sheepshead Bay,40.60552,-73.95903,Private room,30,0,0.0,1,363,4.532599493153256
Manhattan,Chelsea,40.74238,-73.99949,Private room,1,51,11.33,4,298,5.3706380281276624
Manhattan,Upper West Side,40.7937197,-73.9751524,Entire home/apt,30,2,0.52,184,138,4.5217885770490405
Manhattan,Harlem,40.8109188979381,-73.94113229706254,Entire home/apt,30,0,0.0,5,365,4.820281565605037
Manhattan,Harlem,40.81253,-73.9407,Entire home/apt,30,0,0.0,5,365,4.90527477843843
Manhattan,Murray Hill,40.74595825981265,-73.9767578901297,Entire home/apt,30,0,0.0,61,335,5.19295685089021
Manhattan,Greenwich Village,40.72962231251459,-73.99805925853573,Entire home/apt,30,2,0.88,1,358,5.389071729816501
Brooklyn,Bedford-Stuyvesant,40.68550279999999,-73.9195125,Private room,30,0,0.0,28,343,3.9889840465642745
Brooklyn,Bedford-Stuyvesant,40.68490400162069,-73.91855597716953,Private room,30,0,0.0,28,345,3.9889840465642745
Brooklyn,Bedford-Stuyvesant,40.68550279999999,-73.9195125,Private room,30,0,0.0,28,278,3.9512437185814275
Manhattan,Financial District,40.70458483311495,-74.01052460074425,Entire home/apt,30,2,0.39,3,270,5.988961416889864
Brooklyn,Bedford-Stuyvesant,40.69882745635446,-73.93937480655629,Private room,30,0,0.0,19,365,3.828641396489095
Brooklyn,East Flatbush,40.658443643471934,-73.92788745352244,Entire home/apt,1,15,6.0,1,322,5.220355825078324
Manhattan,Midtown,40.7516107,-73.9690004,Entire home/apt,60,0,0.0,1148,335,5.7899601708972535
Manhattan,Midtown,40.7516107,-73.9690004,Entire home/apt,60,0,0.0,1148,275,5.645446897643238
Manhattan,Midtown,40.7516107,-73.9690004,Entire home/apt,60,0,0.0,1148,137,5.877735781779639
Manhattan,SoHo,40.7241044,-74.0035529,Entire home/apt,31,0,0.0,1148,365,6.021023349349527
Manhattan,East Harlem,40.799426621726695,-73.93830395491713,Entire home/apt,183,0,0.0,1,186,4.68213122712422
Manhattan,Upper East Side,40.7812014,-73.9530193,Entire home/apt,30,1,0.19,239,315,4.859812404361672
Manhattan,Murray Hill,40.74655666569584,-73.9760791056785,Entire home/apt,90,0,0.0,26,335,5.075173815233827
Manhattan,Midtown,40.7441,-73.98285,Entire home/apt,30,1,0.52,26,335,4.859812404361672
Manhattan,Midtown,40.74435,-73.98139,Entire home/apt,30,0,0.0,26,334,4.859812404361672
Manhattan,East Harlem,40.7966834,-73.9477035,Private room,30,1,0.28,8,365,4.290459441148391
Manhattan,Harlem,40.82051034972005,-73.94610204315858,Entire home/apt,30,3,0.65,4,293,5.056245805348308
Bronx,Concourse,40.819302332379046,-73.92742212404997,Private room,2,7,2.69,1,297,4.983606621708336
Brooklyn,Prospect-Lefferts Gardens,40.65496,-73.95901,Private room,30,0,0.0,567,365,3.828641396489095
Brooklyn,Flatbush,40.65431,-73.95925,Private room,30,0,0.0,567,365,3.828641396489095
Manhattan,West Village,40.7390917,-74.0015969,Entire home/apt,31,0,0.0,1148,273,6.089044875446846
Queens,Woodhaven,40.69382,-73.85266,Private room,30,3,0.89,3,350,4.3694478524670215
Brooklyn,Bedford-Stuyvesant,40.6862,-73.91844,Entire home/apt,3,17,3.59,1,327,5.768320995793772
Brooklyn,Crown Heights,40.66812,-73.93834,Entire home/apt,30,8,3.2,1,232,5.6131281063880705
Manhattan,Upper East Side,40.77349,-73.95471,Entire home/apt,30,0,0.0,91,365,5.356586274672012
Manhattan,Greenwich Village,40.7351909,-73.9933634,Entire home/apt,30,0,0.0,85,327,6.799055862058796
Manhattan,Hell's Kitchen,40.76104,-73.99571,Entire home/apt,4,5,2.24,1,97,6.931471805599453
Queens,Astoria,40.76643883475935,-73.92239055496901,Private room,30,0,0.0,2,173,4.442651256490317
Brooklyn,Bushwick,40.700002809024895,-73.91623791307211,Private room,30,1,0.31,1,63,3.828641396489095
Queens,South Ozone Park,40.67101,-73.82214,Entire home/apt,30,1,0.2,1,335,5.298317366548036
Manhattan,Upper West Side,40.77884988503381,-73.97749316127361,Private room,30,0,0.0,2,354,4.553876891600541
Manhattan,Upper West Side,40.77828,-73.97884,Private room,30,0,0.0,2,362,4.143134726391533
Brooklyn,Prospect-Lefferts Gardens,40.656700839893794,-73.95704176416045,Private room,30,0,0.0,1,363,4.30406509320417
Brooklyn,Williamsburg,40.7187207,-73.9515499,Entire home/apt,180,0,0.0,85,340,6.234410725718371
Manhattan,Hell's Kitchen,40.761360978204266,-73.9969033565426,Entire home/apt,3,11,3.2,1,329,6.842683282238422
Brooklyn,Bedford-Stuyvesant,40.68307563021692,-73.9124716813873,Entire home/apt,30,2,0.64,4,184,4.836281906951478
Manhattan,East Harlem,40.80014568526397,-73.94310459494591,Private room,30,0,0.0,1,358,4.276666119016055
Brooklyn,Flatlands,40.62985649478687,-73.93324841581426,Entire home/apt,1,0,0.0,1,346,5.043425116919247
Brooklyn,Bedford-Stuyvesant,40.68247720181637,-73.91418241273198,Private room,5,7,1.52,2,214,4.867534450455582
Manhattan,Midtown,40.7649855,-73.97632449999999,Entire home/apt,180,0,0.0,1,358,5.19295685089021
Brooklyn,Bedford-Stuyvesant,40.680606803028695,-73.91042626528593,Private room,3,24,4.53,1,230,4.770684624465665
Brooklyn,Crown Heights,40.66941941027768,-73.93026946722709,Entire home/apt,30,0,0.0,5,286,4.8283137373023015
Brooklyn,Crown Heights,40.66877,-73.93089,Entire home/apt,30,0,0.0,5,365,4.867534450455582
Brooklyn,Williamsburg,40.71021480719394,-73.96759877550994,Private room,30,0,0.0,2,365,5.926926025970411
Manhattan,Harlem,40.80635,-73.94503,Entire home/apt,1,22,4.43,1,258,5.293304824724492
Queens,Jamaica,40.68049,-73.79344,Entire home/apt,30,0,0.0,5,365,4.962844630259907
Manhattan,Midtown,40.7563378,-73.98221699999999,Entire home/apt,31,0,0.0,1148,317,6.133398042996649
Manhattan,Greenwich Village,40.73180602705319,-73.99469343335912,Entire home/apt,30,0,0.0,3,335,6.063785208687608
Manhattan,Upper West Side,40.76983052391989,-73.98649200213777,Private room,30,2,0.61,1,316,5.1298987149230735
Manhattan,East Harlem,40.79823432383465,-73.94262412992828,Private room,30,1,0.38,23,361,4.189654742026425
Manhattan,Financial District,40.71020955671809,-74.00664350450958,Entire home/apt,3,17,3.62,21,142,6.386879319362645
Manhattan,Financial District,40.7101,-74.00856,Entire home/apt,3,5,1.15,21,131,5.924255797414532
Manhattan,Financial District,40.70868,-74.00704,Entire home/apt,3,3,1.11,21,138,6.124683390894205
Manhattan,Upper East Side,40.7779127,-73.95733349999999,Entire home/apt,30,0,0.0,20,302,6.26530121273771
Manhattan,Financial District,40.708530685856914,-74.00877164977496,Entire home/apt,3,21,4.34,21,165,5.5053315359323625
Manhattan,Financial District,40.70878,-74.007,Entire home/apt,3,1,0.31,21,118,5.978885764901122
Manhattan,Financial District,40.71003,-74.0069,Entire home/apt,3,6,1.27,21,158,5.407171771460119
Manhattan,Financial District,40.70998,-74.00851,Entire home/apt,3,6,1.33,21,147,6.501289670540389
Manhattan,Financial District,40.71001,-74.00895,Entire home/apt,3,4,0.94,21,143,6.293419278846481
Manhattan,Financial District,40.70961723625932,-74.00683318520566,Entire home/apt,3,7,1.3,21,128,5.934894195619588
Manhattan,Financial District,40.70951,-74.00886,Entire home/apt,3,0,0.0,21,163,5.87493073085203
Manhattan,Financial District,40.71039,-74.00883,Entire home/apt,3,5,1.05,21,138,6.249975242259483
Manhattan,Financial District,40.70997426086347,-74.00711382570407,Entire home/apt,3,3,0.65,21,166,5.963579343618446
Manhattan,Financial District,40.71046,-74.00739,Entire home/apt,3,8,1.68,21,134,5.860786223465865
Manhattan,Financial District,40.71032314713837,-74.00685120672917,Entire home/apt,3,10,2.04,21,145,6.413458957167357
Manhattan,Financial District,40.7087498264877,-74.00870781587513,Entire home/apt,3,0,0.0,21,127,5.955837369464831
Manhattan,Financial District,40.70814680086848,-74.00760689387829,Entire home/apt,3,13,2.77,21,143,6.021023349349527
Brooklyn,Crown Heights,40.67398,-73.95398,Private room,30,0,0.0,567,365,3.6888794541139363
Queens,College Point,40.7863172,-73.8413669,Private room,1,23,6.27,1,63,4.624972813284271
Manhattan,Midtown,40.7580715,-73.96277479999999,Entire home/apt,31,0,0.0,1148,225,6.386879319362645
Brooklyn,Crown Heights,40.66787,-73.96062,Entire home/apt,30,1,0.38,21,327,5.0106352940962555
Brooklyn,Crown Heights,40.6693,-73.9587,Entire home/apt,30,1,0.73,21,329,5.3706380281276624
Brooklyn,Crown Heights,40.6682692,-73.9595794,Entire home/apt,30,2,0.56,21,312,5.1647859739235145
Manhattan,Harlem,40.81758274375232,-73.94749000145252,Entire home/apt,30,0,0.0,2,365,5.332718793265369
Manhattan,Kips Bay,40.74093,-73.97906,Entire home/apt,30,0,0.0,41,350,5.501258210544727
Manhattan,Kips Bay,40.7409272,-73.979064,Entire home/apt,30,0,0.0,41,310,5.517452896464707
Manhattan,Kips Bay,40.74093,-73.97906,Entire home/apt,30,0,0.0,41,321,5.501258210544727
Queens,Jamaica,40.70616,-73.78814,Entire home/apt,30,0,0.0,1,62,4.605170185988092
Manhattan,Harlem,40.82375248325774,-73.95151741112387,Private room,30,1,0.21,1,233,3.784189633918261
Manhattan,Chelsea,40.73978,-73.99675,Entire home/apt,30,0,0.0,184,207,4.060443010546419
Manhattan,Midtown,40.7473219,-73.98802599999999,Entire home/apt,3,3,0.62,4,208,5.783825182329737
Manhattan,Washington Heights,40.849039631881865,-73.93942305480809,Entire home/apt,30,0,0.0,1,365,5.58724865840025
Brooklyn,Clinton Hill,40.6937448,-73.9692726,Entire home/apt,30,0,0.0,85,355,5.971261839790462
Manhattan,East Harlem,40.7987,-73.94089,Entire home/apt,30,0,0.0,23,365,5.438079308923196
Manhattan,Midtown,40.74916764723221,-73.98197416363838,Entire home/apt,7,1,0.41,2,306,5.54907608489522
Manhattan,Chinatown,40.71532632076575,-73.99448072240784,Private room,30,0,0.0,3,165,3.871201010907891
Manhattan,Chelsea,40.74263111061118,-73.99908752144562,Entire home/apt,30,1,0.21,1,349,4.976733742420574
Brooklyn,Brooklyn Heights,40.69887,-73.99593,Entire home/apt,30,0,0.0,9,312,5.991464547107982
Brooklyn,Cobble Hill,40.68762620398949,-73.99826739911894,Entire home/apt,30,0,0.0,3,332,4.564348191467836
Manhattan,Kips Bay,40.7448930290303,-73.97668120085244,Entire home/apt,90,0,0.0,26,312,5.075173815233827
Manhattan,Midtown,40.743696358416,-73.98283420058384,Entire home/apt,30,0,0.0,26,325,4.804021044733257
Brooklyn,Williamsburg,40.708821588114894,-73.95015898368897,Shared room,30,1,0.28,41,355,3.713572066704308
Manhattan,Harlem,40.82626578960608,-73.94065983727222,Private room,30,0,0.0,1,110,4.174387269895637
Manhattan,Upper East Side,40.77173,-73.95651,Entire home/apt,30,0,0.0,91,365,5.552959584921617
Manhattan,Midtown,40.74694,-73.98888,Entire home/apt,2,4,1.14,4,199,5.8998973535824915
